seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [2], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 3.3.2hyperE, npy_prefix: None, num_clients: 20, num_adv: 2, attack: MinSum, defense: CenteredClipping, attack_params: {'gamma_init': 10, 'stop_threshold': 1e-05}, defense_params: {'norm_threshold': 100, 'num_iters': 1}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:2, output: ./logs/FedSGD/CIFAR10_mycnn/iid/MinSum_CenteredClipping/200_20_2_0.05_2025-03-13_17-49-52.txt

Started on Thu Mar 13 17:49:52 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0941	Train loss: 0.0182	Test Acc: 0.1001	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1434	Train loss: 0.0177	Test Acc: 0.1005	Test loss: 0.0181
Epoch 2  	Train Acc: 0.2160	Train loss: 0.0169	Test Acc: 0.1591	Test loss: 0.0179
Epoch 3  	Train Acc: 0.2824	Train loss: 0.0162	Test Acc: 0.2409	Test loss: 0.0177
Epoch 4  	Train Acc: 0.2984	Train loss: 0.0154	Test Acc: 0.2440	Test loss: 0.0174
Epoch 5  	Train Acc: 0.3215	Train loss: 0.0147	Test Acc: 0.3180	Test loss: 0.0170
Epoch 6  	Train Acc: 0.3738	Train loss: 0.0141	Test Acc: 0.3006	Test loss: 0.0166
Epoch 7  	Train Acc: 0.3605	Train loss: 0.0140	Test Acc: 0.2493	Test loss: 0.0164
Epoch 8  	Train Acc: 0.3707	Train loss: 0.0135	Test Acc: 0.2773	Test loss: 0.0162
Epoch 9  	Train Acc: 0.4152	Train loss: 0.0130	Test Acc: 0.2696	Test loss: 0.0161
Epoch 10 	Train Acc: 0.4215	Train loss: 0.0129	Test Acc: 0.2610	Test loss: 0.0162
Epoch 11 	Train Acc: 0.4395	Train loss: 0.0123	Test Acc: 0.2374	Test loss: 0.0165
Epoch 12 	Train Acc: 0.4445	Train loss: 0.0121	Test Acc: 0.2468	Test loss: 0.0166
Epoch 13 	Train Acc: 0.4359	Train loss: 0.0122	Test Acc: 0.2265	Test loss: 0.0172
Epoch 14 	Train Acc: 0.4453	Train loss: 0.0118	Test Acc: 0.2321	Test loss: 0.0162
Epoch 15 	Train Acc: 0.4492	Train loss: 0.0124	Test Acc: 0.2612	Test loss: 0.0173
Epoch 16 	Train Acc: 0.4371	Train loss: 0.0121	Test Acc: 0.2688	Test loss: 0.0156
Epoch 17 	Train Acc: 0.4086	Train loss: 0.0129	Test Acc: 0.2292	Test loss: 0.0173
Epoch 18 	Train Acc: 0.4047	Train loss: 0.0134	Test Acc: 0.2531	Test loss: 0.0150
Epoch 19 	Train Acc: 0.3824	Train loss: 0.0255	Test Acc: 0.4255	Test loss: 0.0126
Epoch 20 	Train Acc: 0.4195	Train loss: 0.0144	Test Acc: 0.3610	Test loss: 0.0130
Epoch 21 	Train Acc: 0.4168	Train loss: 0.0131	Test Acc: 0.4399	Test loss: 0.0122
Epoch 22 	Train Acc: 0.4562	Train loss: 0.0115	Test Acc: 0.3343	Test loss: 0.0135
Epoch 23 	Train Acc: 0.3930	Train loss: 0.0127	Test Acc: 0.3902	Test loss: 0.0131
Epoch 24 	Train Acc: 0.4437	Train loss: 0.0119	Test Acc: 0.4174	Test loss: 0.0129
Epoch 25 	Train Acc: 0.4555	Train loss: 0.0119	Test Acc: 0.4298	Test loss: 0.0126
Epoch 26 	Train Acc: 0.4488	Train loss: 0.0118	Test Acc: 0.4316	Test loss: 0.0123
Epoch 27 	Train Acc: 0.4398	Train loss: 0.0116	Test Acc: 0.4314	Test loss: 0.0121
