seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.5, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [1], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 3.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 4, attack: IPM, defense: NormClipping, attack_params: {'scaling_factor': 0.5}, defense_params: {'weakDP': True, 'norm_threshold': 3, 'noise_mean': 0, 'noise_std': 0.002}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:1, output: ./logs/FedSGD/CIFAR10_mycnn/non-iid/IPM_NormClipping/200_20_4_0.05_2025-03-20_11-17-16.txt

Started on Thu Mar 20 11:17:16 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.5
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.1102	Train loss: 0.0181	Test Acc: 0.1286	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1289	Train loss: 0.0177	Test Acc: 0.1004	Test loss: 0.0181
Epoch 2  	Train Acc: 0.1992	Train loss: 0.0176	Test Acc: 0.1059	Test loss: 0.0181
Epoch 3  	Train Acc: 0.2180	Train loss: 0.0172	Test Acc: 0.2270	Test loss: 0.0180
Epoch 4  	Train Acc: 0.2789	Train loss: 0.0167	Test Acc: 0.2797	Test loss: 0.0179
Epoch 5  	Train Acc: 0.3109	Train loss: 0.0160	Test Acc: 0.3013	Test loss: 0.0178
Epoch 6  	Train Acc: 0.3032	Train loss: 0.0164	Test Acc: 0.2714	Test loss: 0.0176
Epoch 7  	Train Acc: 0.3332	Train loss: 0.0150	Test Acc: 0.2718	Test loss: 0.0174
Epoch 8  	Train Acc: 0.3543	Train loss: 0.0142	Test Acc: 0.2831	Test loss: 0.0172
Epoch 9  	Train Acc: 0.3426	Train loss: 0.0143	Test Acc: 0.2579	Test loss: 0.0170
Epoch 10 	Train Acc: 0.3625	Train loss: 0.0138	Test Acc: 0.2357	Test loss: 0.0168
Epoch 11 	Train Acc: 0.3665	Train loss: 0.0165	Test Acc: 0.2296	Test loss: 0.0167
Epoch 12 	Train Acc: 0.3988	Train loss: 0.0171	Test Acc: 0.2372	Test loss: 0.0165
Epoch 13 	Train Acc: 0.3895	Train loss: 0.0141	Test Acc: 0.2154	Test loss: 0.0165
Epoch 14 	Train Acc: 0.3911	Train loss: 0.0169	Test Acc: 0.2276	Test loss: 0.0167
Epoch 15 	Train Acc: 0.4295	Train loss: 0.0176	Test Acc: 0.2178	Test loss: 0.0169
Epoch 16 	Train Acc: 0.4316	Train loss: 0.0134	Test Acc: 0.2062	Test loss: 0.0169
Epoch 17 	Train Acc: 0.4227	Train loss: 0.0126	Test Acc: 0.1888	Test loss: 0.0169
Epoch 18 	Train Acc: 0.3762	Train loss: 0.1356	Test Acc: 0.2741	Test loss: 0.0164
Epoch 19 	Train Acc: 0.4414	Train loss: 0.0123	Test Acc: 0.2757	Test loss: 0.0165
Epoch 20 	Train Acc: 0.4318	Train loss: 0.0128	Test Acc: 0.2221	Test loss: 0.0167
Epoch 21 	Train Acc: 0.4462	Train loss: 0.0142	Test Acc: 0.2169	Test loss: 0.0163
Epoch 22 	Train Acc: 0.4422	Train loss: 0.0119	Test Acc: 0.2998	Test loss: 0.0154
Epoch 23 	Train Acc: 0.4552	Train loss: 0.0189	Test Acc: 0.3037	Test loss: 0.0154
Epoch 24 	Train Acc: 0.4577	Train loss: 0.0122	Test Acc: 0.2695	Test loss: 0.0155
Epoch 25 	Train Acc: 0.4805	Train loss: 0.0171	Test Acc: 0.2645	Test loss: 0.0156
Epoch 26 	Train Acc: 0.4463	Train loss: 0.0119	Test Acc: 0.3135	Test loss: 0.0149
Epoch 27 	Train Acc: 0.4977	Train loss: 0.0119	Test Acc: 0.2923	Test loss: 0.0153
Epoch 28 	Train Acc: 0.4758	Train loss: 0.0116	Test Acc: 0.2786	Test loss: 0.0157
Epoch 29 	Train Acc: 0.4779	Train loss: 0.0140	Test Acc: 0.3015	Test loss: 0.0148
Epoch 30 	Train Acc: 0.5157	Train loss: 0.0110	Test Acc: 0.3080	Test loss: 0.0143
Epoch 31 	Train Acc: 0.5377	Train loss: 0.0334	Test Acc: 0.3030	Test loss: 0.0147
Epoch 32 	Train Acc: 0.5211	Train loss: 0.0107	Test Acc: 0.3151	Test loss: 0.0152
Epoch 33 	Train Acc: 0.5359	Train loss: 0.0109	Test Acc: 0.3040	Test loss: 0.0150
Epoch 34 	Train Acc: 0.4935	Train loss: 0.0114	Test Acc: 0.3092	Test loss: 0.0141
Epoch 35 	Train Acc: 0.5206	Train loss: 0.0131	Test Acc: 0.3292	Test loss: 0.0142
Epoch 36 	Train Acc: 0.5363	Train loss: 0.0102	Test Acc: 0.3786	Test loss: 0.0139
Epoch 37 	Train Acc: 0.5773	Train loss: 0.0664	Test Acc: 0.3974	Test loss: 0.0134
Epoch 38 	Train Acc: 0.5436	Train loss: 0.0129	Test Acc: 0.3979	Test loss: 0.0132
Epoch 39 	Train Acc: 0.5586	Train loss: 0.0096	Test Acc: 0.3693	Test loss: 0.0137
Epoch 40 	Train Acc: 0.5488	Train loss: 0.0100	Test Acc: 0.4133	Test loss: 0.0128
Epoch 41 	Train Acc: 0.5713	Train loss: 0.0103	Test Acc: 0.4452	Test loss: 0.0122
Epoch 42 	Train Acc: 0.5715	Train loss: 0.0097	Test Acc: 0.4250	Test loss: 0.0127
Epoch 43 	Train Acc: 0.5684	Train loss: 0.0113	Test Acc: 0.4426	Test loss: 0.0124
Epoch 44 	Train Acc: 0.5714	Train loss: 0.0112	Test Acc: 0.4964	Test loss: 0.0110
Epoch 45 	Train Acc: 0.5684	Train loss: 0.0096	Test Acc: 0.4790	Test loss: 0.0116
Epoch 46 	Train Acc: 0.5988	Train loss: 0.0092	Test Acc: 0.4560	Test loss: 0.0124
Epoch 47 	Train Acc: 0.5699	Train loss: 0.0189	Test Acc: 0.5358	Test loss: 0.0104
Epoch 48 	Train Acc: 0.6037	Train loss: 0.0093	Test Acc: 0.5170	Test loss: 0.0105
Epoch 49 	Train Acc: 0.5641	Train loss: 0.0101	Test Acc: 0.5077	Test loss: 0.0110
Epoch 50 	Train Acc: 0.5801	Train loss: 0.0099	Test Acc: 0.5273	Test loss: 0.0106
Epoch 51 	Train Acc: 0.6019	Train loss: 0.0124	Test Acc: 0.5816	Test loss: 0.0095
Epoch 52 	Train Acc: 0.5828	Train loss: 0.0093	Test Acc: 0.5913	Test loss: 0.0094
Epoch 53 	Train Acc: 0.5991	Train loss: 0.0091	Test Acc: 0.5524	Test loss: 0.0099
Epoch 54 	Train Acc: 0.6047	Train loss: 0.0089	Test Acc: 0.5612	Test loss: 0.0097
Epoch 55 	Train Acc: 0.5974	Train loss: 0.0093	Test Acc: 0.5997	Test loss: 0.0090
Epoch 56 	Train Acc: 0.5961	Train loss: 0.1593	Test Acc: 0.5769	Test loss: 0.0093
Epoch 57 	Train Acc: 0.6160	Train loss: 0.0087	Test Acc: 0.5736	Test loss: 0.0093
Epoch 58 	Train Acc: 0.6266	Train loss: 0.0084	Test Acc: 0.5752	Test loss: 0.0092
Epoch 59 	Train Acc: 0.6105	Train loss: 0.0128	Test Acc: 0.5600	Test loss: 0.0095
Epoch 60 	Train Acc: 0.6020	Train loss: 0.0089	Test Acc: 0.5996	Test loss: 0.0088
Epoch 61 	Train Acc: 0.6247	Train loss: 0.0084	Test Acc: 0.6099	Test loss: 0.0088
Epoch 62 	Train Acc: 0.6275	Train loss: 0.0086	Test Acc: 0.5631	Test loss: 0.0096
Epoch 63 	Train Acc: 0.6322	Train loss: 0.0233	Test Acc: 0.5247	Test loss: 0.0109
Epoch 64 	Train Acc: 0.6200	Train loss: 0.0109	Test Acc: 0.5959	Test loss: 0.0092
Epoch 65 	Train Acc: 0.6288	Train loss: 0.0101	Test Acc: 0.5854	Test loss: 0.0091
Epoch 66 	Train Acc: 0.5996	Train loss: 0.0090	Test Acc: 0.6071	Test loss: 0.0087
Epoch 67 	Train Acc: 0.6213	Train loss: 0.0086	Test Acc: 0.6193	Test loss: 0.0086
Epoch 68 	Train Acc: 0.6332	Train loss: 0.0082	Test Acc: 0.5951	Test loss: 0.0091
Epoch 69 	Train Acc: 0.6317	Train loss: 0.0086	Test Acc: 0.5702	Test loss: 0.0098
Epoch 70 	Train Acc: 0.6375	Train loss: 0.0083	Test Acc: 0.6030	Test loss: 0.0088
Epoch 71 	Train Acc: 0.6364	Train loss: 0.0112	Test Acc: 0.5889	Test loss: 0.0090
Epoch 72 	Train Acc: 0.5914	Train loss: 0.0091	Test Acc: 0.5700	Test loss: 0.0097
Epoch 73 	Train Acc: 0.6238	Train loss: 0.0086	Test Acc: 0.5995	Test loss: 0.0089
Epoch 74 	Train Acc: 0.6316	Train loss: 0.0108	Test Acc: 0.5834	Test loss: 0.0092
Epoch 75 	Train Acc: 0.6453	Train loss: 0.0200	Test Acc: 0.6037	Test loss: 0.0088
Epoch 76 	Train Acc: 0.6286	Train loss: 0.0085	Test Acc: 0.6153	Test loss: 0.0086
Epoch 77 	Train Acc: 0.6492	Train loss: 0.0114	Test Acc: 0.5680	Test loss: 0.0098
Epoch 78 	Train Acc: 0.6141	Train loss: 0.0083	Test Acc: 0.5922	Test loss: 0.0092
Epoch 79 	Train Acc: 0.6344	Train loss: 0.0139	Test Acc: 0.6256	Test loss: 0.0085
Epoch 80 	Train Acc: 0.6478	Train loss: 0.0082	Test Acc: 0.6038	Test loss: 0.0089
Epoch 81 	Train Acc: 0.6477	Train loss: 0.0077	Test Acc: 0.6211	Test loss: 0.0085
Epoch 82 	Train Acc: 0.6617	Train loss: 0.0076	Test Acc: 0.6363	Test loss: 0.0082
Epoch 83 	Train Acc: 0.6830	Train loss: 0.0087	Test Acc: 0.6379	Test loss: 0.0081
Epoch 84 	Train Acc: 0.6573	Train loss: 0.0078	Test Acc: 0.6064	Test loss: 0.0088
Epoch 85 	Train Acc: 0.6418	Train loss: 0.0080	Test Acc: 0.6111	Test loss: 0.0088
Epoch 86 	Train Acc: 0.6594	Train loss: 0.0079	Test Acc: 0.6332	Test loss: 0.0083
Epoch 87 	Train Acc: 0.6634	Train loss: 0.0092	Test Acc: 0.6234	Test loss: 0.0087
Epoch 88 	Train Acc: 0.6625	Train loss: 0.0077	Test Acc: 0.5857	Test loss: 0.0095
Epoch 89 	Train Acc: 0.6413	Train loss: 0.0101	Test Acc: 0.6307	Test loss: 0.0084
Epoch 90 	Train Acc: 0.6636	Train loss: 0.0096	Test Acc: 0.6214	Test loss: 0.0086
Epoch 91 	Train Acc: 0.6687	Train loss: 0.0076	Test Acc: 0.6414	Test loss: 0.0082
Epoch 92 	Train Acc: 0.6731	Train loss: 0.0074	Test Acc: 0.6265	Test loss: 0.0086
Epoch 93 	Train Acc: 0.6797	Train loss: 0.0074	Test Acc: 0.6260	Test loss: 0.0085
Epoch 94 	Train Acc: 0.6375	Train loss: 0.0952	Test Acc: 0.6220	Test loss: 0.0085
Epoch 95 	Train Acc: 0.6900	Train loss: 0.0312	Test Acc: 0.6401	Test loss: 0.0080
Epoch 96 	Train Acc: 0.6527	Train loss: 0.0079	Test Acc: 0.6440	Test loss: 0.0080
Epoch 97 	Train Acc: 0.6831	Train loss: 0.0074	Test Acc: 0.6448	Test loss: 0.0079
Epoch 98 	Train Acc: 0.6703	Train loss: 0.0072	Test Acc: 0.6383	Test loss: 0.0081
Epoch 99 	Train Acc: 0.6496	Train loss: 0.0078	Test Acc: 0.6501	Test loss: 0.0080
Epoch 100	Train Acc: 0.7020	Train loss: 0.0070	Test Acc: 0.6028	Test loss: 0.0092
Epoch 101	Train Acc: 0.6488	Train loss: 0.0082	Test Acc: 0.6413	Test loss: 0.0081
Epoch 102	Train Acc: 0.6883	Train loss: 0.0071	Test Acc: 0.6501	Test loss: 0.0080
Epoch 103	Train Acc: 0.6969	Train loss: 0.0102	Test Acc: 0.6344	Test loss: 0.0082
Epoch 104	Train Acc: 0.7035	Train loss: 0.0077	Test Acc: 0.6400	Test loss: 0.0082
Epoch 105	Train Acc: 0.6848	Train loss: 0.0071	Test Acc: 0.6460	Test loss: 0.0079
Epoch 106	Train Acc: 0.6883	Train loss: 0.0070	Test Acc: 0.6598	Test loss: 0.0078
Epoch 107	Train Acc: 0.7035	Train loss: 0.0080	Test Acc: 0.6716	Test loss: 0.0074
Epoch 108	Train Acc: 0.7234	Train loss: 0.0064	Test Acc: 0.6561	Test loss: 0.0078
Epoch 109	Train Acc: 0.6819	Train loss: 0.0085	Test Acc: 0.6368	Test loss: 0.0081
Epoch 110	Train Acc: 0.6953	Train loss: 0.0068	Test Acc: 0.6490	Test loss: 0.0079
Epoch 111	Train Acc: 0.6984	Train loss: 0.0112	Test Acc: 0.6293	Test loss: 0.0083
Epoch 112	Train Acc: 0.6687	Train loss: 0.0072	Test Acc: 0.6402	Test loss: 0.0082
Epoch 113	Train Acc: 0.6738	Train loss: 0.2503	Test Acc: 0.6130	Test loss: 0.0089
