seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, batch_size: 32, learning_rate: 0.01, model: lenet, dataset: MNIST, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [2], my_exp: True, show_3d: False, epochs: 500, predict_epochs: 5, predict_alpha: 0.8, num_clients: 10, num_adv: 2, attack: MyAttack, defense: TrimmedMean, attack_params: None, defense_params: {'beta': 0.1}, benchmark: False, num_training_sample: 60000, num_channels: 1, num_classes: 10, mean: (0.1307,), std: (0.3081,), device: cuda:2, output: ./logs/FedSGD/MNIST_lenet/iid/MyAttack_TrimmedMean/500_10_2_0.01_2025-02-23_18:46:13.txt

Started on Sun Feb 23 18:46:13 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.1406	Train loss: 0.0720	Test Acc: 0.0473	Test loss: 0.1527
Epoch 1  	Train Acc: 0.0531	Train loss: 0.1482	Test Acc: 0.0439	Test loss: 0.6069
Epoch 2  	Train Acc: 0.0719	Train loss: 0.5691	Test Acc: 0.1170	Test loss: 0.8930
Epoch 3  	Train Acc: 0.1125	Train loss: 0.8779	Test Acc: 0.0940	Test loss: 1.1727
Epoch 4  	Train Acc: 0.1031	Train loss: 1.2114	Test Acc: 0.0959	Test loss: 1.4583
Epoch 5  	Train Acc: 0.1156	Train loss: 1.3597	Test Acc: 0.0985	Test loss: 0.9609
Epoch 6  	Train Acc: 0.1187	Train loss: 0.9323	Test Acc: 0.1547	Test loss: 0.5465
Epoch 7  	Train Acc: 0.1781	Train loss: 0.5391	Test Acc: 0.1077	Test loss: 0.2728
Epoch 8  	Train Acc: 0.0938	Train loss: 0.2867	Test Acc: 0.1153	Test loss: 0.2028
Epoch 9  	Train Acc: 0.1437	Train loss: 0.1891	Test Acc: 0.1190	Test loss: 0.1569
Epoch 10 	Train Acc: 0.1219	Train loss: 0.1582	Test Acc: 0.1072	Test loss: 0.1244
Epoch 11 	Train Acc: 0.0719	Train loss: 0.1283	Test Acc: 0.1089	Test loss: 0.1067
Epoch 12 	Train Acc: 0.0938	Train loss: 0.1168	Test Acc: 0.1158	Test loss: 0.0970
Epoch 13 	Train Acc: 0.1125	Train loss: 0.1009	Test Acc: 0.1207	Test loss: 0.0912
Epoch 14 	Train Acc: 0.1094	Train loss: 0.0918	Test Acc: 0.1187	Test loss: 0.0873
Epoch 15 	Train Acc: 0.1031	Train loss: 0.0882	Test Acc: 0.1200	Test loss: 0.0844
Epoch 16 	Train Acc: 0.0969	Train loss: 0.0851	Test Acc: 0.1228	Test loss: 0.0822
Epoch 17 	Train Acc: 0.1281	Train loss: 0.0811	Test Acc: 0.1222	Test loss: 0.0803
Epoch 18 	Train Acc: 0.1031	Train loss: 0.0806	Test Acc: 0.1216	Test loss: 0.0788
Epoch 19 	Train Acc: 0.0938	Train loss: 0.0793	Test Acc: 0.1219	Test loss: 0.0776
Epoch 20 	Train Acc: 0.1187	Train loss: 0.0746	Test Acc: 0.1226	Test loss: 0.0765
