seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [2], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 4.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 8, attack: MinSum, defense: TESSERACT, attack_params: {'gamma_init': 10, 'stop_threshold': 1e-05}, defense_params: None, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:2, output: ./logs/FedSGD/CIFAR10_mycnn/iid/MinSum_TESSERACT/200_20_8_0.05_2025-03-12_12-59-40.txt

Started on Wed Mar 12 12:59:40 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0938	Train loss: 0.0184	Test Acc: 0.1239	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1406	Train loss: 0.0177	Test Acc: 0.1652	Test loss: 0.0181
Epoch 2  	Train Acc: 0.1457	Train loss: 0.0173	Test Acc: 0.2092	Test loss: 0.0180
Epoch 3  	Train Acc: 0.3113	Train loss: 0.0164	Test Acc: 0.2725	Test loss: 0.0179
Epoch 4  	Train Acc: 0.3191	Train loss: 0.0157	Test Acc: 0.2478	Test loss: 0.0177
Epoch 5  	Train Acc: 0.3402	Train loss: 0.0150	Test Acc: 0.2812	Test loss: 0.0174
Epoch 6  	Train Acc: 0.3555	Train loss: 0.0143	Test Acc: 0.3257	Test loss: 0.0171
Epoch 7  	Train Acc: 0.3598	Train loss: 0.0139	Test Acc: 0.3256	Test loss: 0.0167
Epoch 8  	Train Acc: 0.4000	Train loss: 0.0135	Test Acc: 0.2817	Test loss: 0.0165
Epoch 9  	Train Acc: 0.3836	Train loss: 0.0133	Test Acc: 0.2509	Test loss: 0.0164
Epoch 10 	Train Acc: 0.3875	Train loss: 0.0132	Test Acc: 0.2483	Test loss: 0.0162
Epoch 11 	Train Acc: 0.3914	Train loss: 0.0131	Test Acc: 0.2598	Test loss: 0.0165
Epoch 12 	Train Acc: 0.4090	Train loss: 0.0126	Test Acc: 0.2440	Test loss: 0.0168
Epoch 13 	Train Acc: 0.4078	Train loss: 0.0125	Test Acc: 0.2169	Test loss: 0.0167
Epoch 14 	Train Acc: 0.4191	Train loss: 0.0124	Test Acc: 0.1286	Test loss: 0.0172
Epoch 15 	Train Acc: 0.4270	Train loss: 0.0123	Test Acc: 0.1876	Test loss: 0.0172
Epoch 16 	Train Acc: 0.4461	Train loss: 0.0120	Test Acc: 0.2601	Test loss: 0.0167
Epoch 17 	Train Acc: 0.4352	Train loss: 0.0121	Test Acc: 0.2523	Test loss: 0.0163
Epoch 18 	Train Acc: 0.4445	Train loss: 0.0119	Test Acc: 0.2298	Test loss: 0.0163
Epoch 19 	Train Acc: 0.4654	Train loss: 0.0219	Test Acc: 0.2250	Test loss: 0.0159
Epoch 20 	Train Acc: 0.4824	Train loss: 0.0114	Test Acc: 0.2413	Test loss: 0.0161
Epoch 21 	Train Acc: 0.4609	Train loss: 0.0116	Test Acc: 0.2558	Test loss: 0.0158
