seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [3], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 4.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 2, attack: MinMax, defense: SignGuard, attack_params: {'gamma_init': 10, 'stop_threshold': 1e-05}, defense_params: {'lower_bound': 0.1, 'upper_bound': 3.0, 'selection_fraction': 0.1, 'clustering': 'MeanShift', 'random_seed': 2}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:3, output: ./logs/FedSGD/CIFAR10_mycnn/iid/MinMax_SignGuard/200_20_2_0.05_2025-03-12_14-18-35.txt

Started on Wed Mar 12 14:18:35 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0941	Train loss: 0.0182	Test Acc: 0.1002	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1500	Train loss: 0.0177	Test Acc: 0.1000	Test loss: 0.0181
Epoch 2  	Train Acc: 0.1891	Train loss: 0.0170	Test Acc: 0.1540	Test loss: 0.0179
Epoch 3  	Train Acc: 0.2707	Train loss: 0.0162	Test Acc: 0.2218	Test loss: 0.0177
Epoch 4  	Train Acc: 0.2918	Train loss: 0.0154	Test Acc: 0.2437	Test loss: 0.0175
Epoch 5  	Train Acc: 0.3359	Train loss: 0.0148	Test Acc: 0.3130	Test loss: 0.0171
Epoch 6  	Train Acc: 0.3605	Train loss: 0.0142	Test Acc: 0.3123	Test loss: 0.0167
Epoch 7  	Train Acc: 0.3457	Train loss: 0.0142	Test Acc: 0.2007	Test loss: 0.0165
Epoch 8  	Train Acc: 0.3375	Train loss: 0.0139	Test Acc: 0.2594	Test loss: 0.0162
Epoch 9  	Train Acc: 0.3906	Train loss: 0.0134	Test Acc: 0.2662	Test loss: 0.0162
Epoch 10 	Train Acc: 0.3750	Train loss: 0.0134	Test Acc: 0.2659	Test loss: 0.0163
Epoch 11 	Train Acc: 0.4055	Train loss: 0.0129	Test Acc: 0.2102	Test loss: 0.0165
Epoch 12 	Train Acc: 0.4027	Train loss: 0.0126	Test Acc: 0.2532	Test loss: 0.0160
Epoch 13 	Train Acc: 0.4039	Train loss: 0.0130	Test Acc: 0.2514	Test loss: 0.0165
Epoch 14 	Train Acc: 0.4055	Train loss: 0.0132	Test Acc: 0.2250	Test loss: 0.0168
Epoch 15 	Train Acc: 0.4168	Train loss: 0.0125	Test Acc: 0.1943	Test loss: 0.0165
Epoch 16 	Train Acc: 0.4242	Train loss: 0.0119	Test Acc: 0.2210	Test loss: 0.0157
Epoch 17 	Train Acc: 0.3820	Train loss: 0.0128	Test Acc: 0.2822	Test loss: 0.0156
Epoch 18 	Train Acc: 0.4383	Train loss: 0.0119	Test Acc: 0.2647	Test loss: 0.0158
Epoch 19 	Train Acc: 0.4110	Train loss: 0.0233	Test Acc: 0.3682	Test loss: 0.0137
Epoch 20 	Train Acc: 0.4527	Train loss: 0.0114	Test Acc: 0.3679	Test loss: 0.0134
Epoch 21 	Train Acc: 0.4762	Train loss: 0.0112	Test Acc: 0.3933	Test loss: 0.0128
Epoch 22 	Train Acc: 0.4469	Train loss: 0.0116	Test Acc: 0.4302	Test loss: 0.0124
Epoch 23 	Train Acc: 0.4582	Train loss: 0.0116	Test Acc: 0.4542	Test loss: 0.0122
