seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.8, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [0], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 4.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 4, attack: IPM, defense: MyDefense, attack_params: {'scaling_factor': 0.5}, defense_params: {'show_3d': False, 'metric': 'euclidean', 'gamma': 0.99, 'recored_rs': False}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:0, output: ./logs/FedSGD/CIFAR10_mycnn/non-iid/IPM_MyDefense/200_20_4_0.05_2025-03-17_20-48-07.txt

Started on Mon Mar 17 20:48:07 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.8
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0969	Train loss: 0.0181	Test Acc: 0.1458	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1484	Train loss: 0.0176	Test Acc: 0.1261	Test loss: 0.0181
Epoch 2  	Train Acc: 0.2238	Train loss: 0.0172	Test Acc: 0.1871	Test loss: 0.0180
Epoch 3  	Train Acc: 0.2840	Train loss: 0.0164	Test Acc: 0.2700	Test loss: 0.0179
Epoch 4  	Train Acc: 0.3105	Train loss: 0.0156	Test Acc: 0.2757	Test loss: 0.0177
Epoch 5  	Train Acc: 0.3242	Train loss: 0.0150	Test Acc: 0.2069	Test loss: 0.0176
Epoch 6  	Train Acc: 0.2547	Train loss: 0.0173	Test Acc: 0.2817	Test loss: 0.0171
Epoch 7  	Train Acc: 0.3047	Train loss: 0.0153	Test Acc: 0.2338	Test loss: 0.0169
Epoch 8  	Train Acc: 0.3273	Train loss: 0.0155	Test Acc: 0.2955	Test loss: 0.0167
Epoch 9  	Train Acc: 0.3156	Train loss: 0.0160	Test Acc: 0.2305	Test loss: 0.0169
Epoch 10 	Train Acc: 0.2746	Train loss: 0.0186	Test Acc: 0.2621	Test loss: 0.0169
Epoch 11 	Train Acc: 0.3063	Train loss: 0.0186	Test Acc: 0.2379	Test loss: 0.0167
Epoch 12 	Train Acc: 0.3266	Train loss: 0.0177	Test Acc: 0.2261	Test loss: 0.0164
