seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 64, learning_rate: 0.1, model: mycnn, dataset: CIFAR10, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [0], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: False, npy_file_name: cifar10-test, npy_prefix: None, num_clients: 10, num_adv: 2, attack: FangAttack, defense: MyDefense, attack_params: {'stop_threshold': 1e-05}, defense_params: {'show_3d': True, 'metric': 'euclidean', 'gamma': 0.99, 'recored_rs': True}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:0, output: ./logs/FedSGD/CIFAR10_mycnn/iid/FangAttack_MyDefense/200_10_2_0.1_2025-03-05_12-38-19.txt

Started on Wed Mar  5 12:38:19 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.1172	Train loss: 0.0362	Test Acc: 0.1024	Test loss: 0.0360
Epoch 1  	Train Acc: 0.1469	Train loss: 0.0351	Test Acc: 0.1970	Test loss: 0.0358
Epoch 2  	Train Acc: 0.2328	Train loss: 0.0329	Test Acc: 0.1878	Test loss: 0.0353
Epoch 3  	Train Acc: 0.2219	Train loss: 0.0323	Test Acc: 0.1900	Test loss: 0.0349
Epoch 4  	Train Acc: 0.1828	Train loss: 0.0337	Test Acc: 0.2930	Test loss: 0.0341
Epoch 5  	Train Acc: 0.3031	Train loss: 0.0352	Test Acc: 0.2947	Test loss: 0.0334
Epoch 6  	Train Acc: 0.3281	Train loss: 0.0307	Test Acc: 0.2546	Test loss: 0.0330
Epoch 7  	Train Acc: 0.3078	Train loss: 0.0289	Test Acc: 0.1959	Test loss: 0.0328
Epoch 8  	Train Acc: 0.2359	Train loss: 0.0302	Test Acc: 0.2193	Test loss: 0.0324
Epoch 9  	Train Acc: 0.2562	Train loss: 0.0292	Test Acc: 0.3231	Test loss: 0.0315
Epoch 10 	Train Acc: 0.3422	Train loss: 0.0285	Test Acc: 0.3351	Test loss: 0.0301
Epoch 11 	Train Acc: 0.3141	Train loss: 0.0285	Test Acc: 0.3243	Test loss: 0.0292
Epoch 12 	Train Acc: 0.2844	Train loss: 0.0295	Test Acc: 0.3261	Test loss: 0.0285
Epoch 13 	Train Acc: 0.3484	Train loss: 0.0268	Test Acc: 0.3193	Test loss: 0.0289
Epoch 14 	Train Acc: 0.3344	Train loss: 0.0282	Test Acc: 0.3660	Test loss: 0.0276
Epoch 15 	Train Acc: 0.3703	Train loss: 0.0259	Test Acc: 0.3561	Test loss: 0.0278
Epoch 16 	Train Acc: 0.3922	Train loss: 0.0253	Test Acc: 0.3410	Test loss: 0.0276
Epoch 17 	Train Acc: 0.3719	Train loss: 0.0264	Test Acc: 0.3401	Test loss: 0.0277
Epoch 18 	Train Acc: 0.4141	Train loss: 0.0242	Test Acc: 0.3567	Test loss: 0.0269
Epoch 19 	Train Acc: 0.4172	Train loss: 0.0249	Test Acc: 0.3568	Test loss: 0.0283
Epoch 20 	Train Acc: 0.4359	Train loss: 0.0253	Test Acc: 0.3630	Test loss: 0.0272
Epoch 21 	Train Acc: 0.4125	Train loss: 0.0259	Test Acc: 0.4006	Test loss: 0.0261
Epoch 22 	Train Acc: 0.4344	Train loss: 0.0235	Test Acc: 0.3660	Test loss: 0.0273
Epoch 23 	Train Acc: 0.4422	Train loss: 0.0228	Test Acc: 0.3722	Test loss: 0.0274
Epoch 24 	Train Acc: 0.4203	Train loss: 0.0240	Test Acc: 0.3802	Test loss: 0.0263
Epoch 25 	Train Acc: 0.4188	Train loss: 0.0243	Test Acc: 0.4472	Test loss: 0.0234
Epoch 26 	Train Acc: 0.4625	Train loss: 0.0233	Test Acc: 0.4450	Test loss: 0.0235
Epoch 27 	Train Acc: 0.4203	Train loss: 0.0254	Test Acc: 0.4238	Test loss: 0.0247
Epoch 28 	Train Acc: 0.4156	Train loss: 0.0242	Test Acc: 0.3836	Test loss: 0.0256
Epoch 29 	Train Acc: 0.4172	Train loss: 0.0244	Test Acc: 0.4160	Test loss: 0.0245
Epoch 30 	Train Acc: 0.4641	Train loss: 0.0231	Test Acc: 0.4540	Test loss: 0.0235
Epoch 31 	Train Acc: 0.4406	Train loss: 0.0242	Test Acc: 0.4454	Test loss: 0.0247
Epoch 32 	Train Acc: 0.4609	Train loss: 0.0228	Test Acc: 0.4491	Test loss: 0.0253
Epoch 33 	Train Acc: 0.4938	Train loss: 0.0214	Test Acc: 0.4529	Test loss: 0.0255
Epoch 34 	Train Acc: 0.4703	Train loss: 0.0234	Test Acc: 0.3972	Test loss: 0.0325
Epoch 35 	Train Acc: 0.4547	Train loss: 0.0235	Test Acc: 0.3514	Test loss: 0.0365
Epoch 36 	Train Acc: 0.4469	Train loss: 0.0243	Test Acc: 0.4110	Test loss: 0.0275
Epoch 37 	Train Acc: 0.4578	Train loss: 0.0220	Test Acc: 0.4682	Test loss: 0.0235
Epoch 38 	Train Acc: 0.4859	Train loss: 0.0225	Test Acc: 0.3943	Test loss: 0.0280
Epoch 39 	Train Acc: 0.4156	Train loss: 0.0238	Test Acc: 0.3933	Test loss: 0.0283
Epoch 40 	Train Acc: 0.4469	Train loss: 0.0232	Test Acc: 0.4123	Test loss: 0.0257
Epoch 41 	Train Acc: 0.4703	Train loss: 0.0222	Test Acc: 0.4320	Test loss: 0.0241
Epoch 42 	Train Acc: 0.4453	Train loss: 0.0227	Test Acc: 0.4675	Test loss: 0.0232
Epoch 43 	Train Acc: 0.5062	Train loss: 0.0209	Test Acc: 0.4570	Test loss: 0.0236
Epoch 44 	Train Acc: 0.4266	Train loss: 0.0241	Test Acc: 0.4996	Test loss: 0.0219
Epoch 45 	Train Acc: 0.5281	Train loss: 0.0212	Test Acc: 0.4555	Test loss: 0.0232
Epoch 46 	Train Acc: 0.5047	Train loss: 0.0215	Test Acc: 0.4777	Test loss: 0.0223
Epoch 47 	Train Acc: 0.4938	Train loss: 0.0215	Test Acc: 0.4917	Test loss: 0.0222
Epoch 48 	Train Acc: 0.4953	Train loss: 0.0224	Test Acc: 0.4940	Test loss: 0.0226
Epoch 49 	Train Acc: 0.5094	Train loss: 0.0212	Test Acc: 0.4871	Test loss: 0.0227
Epoch 50 	Train Acc: 0.5000	Train loss: 0.0213	Test Acc: 0.4290	Test loss: 0.0266
Epoch 51 	Train Acc: 0.4781	Train loss: 0.0216	Test Acc: 0.4335	Test loss: 0.0259
Epoch 52 	Train Acc: 0.5000	Train loss: 0.0211	Test Acc: 0.4944	Test loss: 0.0218
Epoch 53 	Train Acc: 0.5344	Train loss: 0.0211	Test Acc: 0.5187	Test loss: 0.0211
Epoch 54 	Train Acc: 0.5172	Train loss: 0.0212	Test Acc: 0.5195	Test loss: 0.0208
Epoch 55 	Train Acc: 0.4938	Train loss: 0.0207	Test Acc: 0.5304	Test loss: 0.0205
Epoch 56 	Train Acc: 0.5484	Train loss: 0.0196	Test Acc: 0.5054	Test loss: 0.0215
Epoch 57 	Train Acc: 0.5156	Train loss: 0.0201	Test Acc: 0.5203	Test loss: 0.0208
Epoch 58 	Train Acc: 0.5297	Train loss: 0.0198	Test Acc: 0.5129	Test loss: 0.0213
Epoch 59 	Train Acc: 0.5328	Train loss: 0.0195	Test Acc: 0.4740	Test loss: 0.0231
Epoch 60 	Train Acc: 0.5203	Train loss: 0.0200	Test Acc: 0.5223	Test loss: 0.0208
Epoch 61 	Train Acc: 0.5062	Train loss: 0.0207	Test Acc: 0.5066	Test loss: 0.0224
Epoch 62 	Train Acc: 0.5531	Train loss: 0.0195	Test Acc: 0.4840	Test loss: 0.0236
Epoch 63 	Train Acc: 0.4844	Train loss: 0.0210	Test Acc: 0.5114	Test loss: 0.0219
Epoch 64 	Train Acc: 0.5266	Train loss: 0.0202	Test Acc: 0.5219	Test loss: 0.0212
Epoch 65 	Train Acc: 0.5266	Train loss: 0.0199	Test Acc: 0.5010	Test loss: 0.0223
Epoch 66 	Train Acc: 0.5250	Train loss: 0.0208	Test Acc: 0.4996	Test loss: 0.0231
Epoch 67 	Train Acc: 0.5594	Train loss: 0.0196	Test Acc: 0.5081	Test loss: 0.0212
Epoch 68 	Train Acc: 0.5188	Train loss: 0.0202	Test Acc: 0.4469	Test loss: 0.0253
Epoch 69 	Train Acc: 0.5156	Train loss: 0.0215	Test Acc: 0.5099	Test loss: 0.0220
Epoch 70 	Train Acc: 0.5297	Train loss: 0.0209	Test Acc: 0.4965	Test loss: 0.0224
Epoch 71 	Train Acc: 0.5109	Train loss: 0.0207	Test Acc: 0.5107	Test loss: 0.0216
Epoch 72 	Train Acc: 0.5266	Train loss: 0.0207	Test Acc: 0.5153	Test loss: 0.0217
Epoch 73 	Train Acc: 0.5078	Train loss: 0.0209	Test Acc: 0.5249	Test loss: 0.0214
Epoch 74 	Train Acc: 0.5312	Train loss: 0.0202	Test Acc: 0.5304	Test loss: 0.0206
Epoch 75 	Train Acc: 0.5391	Train loss: 0.0196	Test Acc: 0.5290	Test loss: 0.0206
Epoch 76 	Train Acc: 0.5469	Train loss: 0.0194	Test Acc: 0.5085	Test loss: 0.0218
