seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.8, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [1], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 3.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 4, attack: NoAttack, defense: TrimmedMean, attack_params: None, defense_params: {'beta': 0.1}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:1, output: ./logs/FedSGD/CIFAR10_mycnn/non-iid/NoAttack_TrimmedMean/200_20_4_0.05_2025-03-20_15-12-06.txt

Started on Thu Mar 20 15:12:06 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.8
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.1133	Train loss: 0.0181	Test Acc: 0.1162	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1543	Train loss: 0.0176	Test Acc: 0.1453	Test loss: 0.0181
Epoch 2  	Train Acc: 0.2383	Train loss: 0.0171	Test Acc: 0.2373	Test loss: 0.0180
Epoch 3  	Train Acc: 0.2902	Train loss: 0.0164	Test Acc: 0.2615	Test loss: 0.0179
Epoch 4  	Train Acc: 0.3234	Train loss: 0.0156	Test Acc: 0.2874	Test loss: 0.0177
Epoch 5  	Train Acc: 0.3395	Train loss: 0.0151	Test Acc: 0.3135	Test loss: 0.0174
Epoch 6  	Train Acc: 0.3461	Train loss: 0.0146	Test Acc: 0.3242	Test loss: 0.0171
Epoch 7  	Train Acc: 0.3590	Train loss: 0.0142	Test Acc: 0.2648	Test loss: 0.0169
Epoch 8  	Train Acc: 0.3840	Train loss: 0.0137	Test Acc: 0.2584	Test loss: 0.0167
Epoch 9  	Train Acc: 0.3852	Train loss: 0.0136	Test Acc: 0.2495	Test loss: 0.0165
Epoch 10 	Train Acc: 0.3801	Train loss: 0.0134	Test Acc: 0.2152	Test loss: 0.0168
Epoch 11 	Train Acc: 0.3480	Train loss: 0.0142	Test Acc: 0.2426	Test loss: 0.0171
Epoch 12 	Train Acc: 0.3500	Train loss: 0.0164	Test Acc: 0.2090	Test loss: 0.0185
Epoch 13 	Train Acc: 0.2628	Train loss: 0.0425	Test Acc: 0.2809	Test loss: 0.0175
Epoch 14 	Train Acc: 0.1913	Train loss: 0.0324	Test Acc: 0.1785	Test loss: 0.0232
Epoch 15 	Train Acc: 0.2214	Train loss: 0.0453	Test Acc: 0.2502	Test loss: 0.0201
Epoch 16 	Train Acc: 0.2765	Train loss: 0.0291	Test Acc: 0.3142	Test loss: 0.0166
Epoch 17 	Train Acc: 0.2716	Train loss: 0.0197	Test Acc: 0.2848	Test loss: 0.0167
Epoch 18 	Train Acc: 0.2742	Train loss: 0.0424	Test Acc: 0.2473	Test loss: 0.0167
Epoch 19 	Train Acc: 0.2855	Train loss: 0.0160	Test Acc: 0.2391	Test loss: 0.0166
Epoch 20 	Train Acc: 0.2477	Train loss: 0.0163	Test Acc: 0.2488	Test loss: 0.0162
Epoch 21 	Train Acc: 0.2602	Train loss: 0.0156	Test Acc: 0.2577	Test loss: 0.0156
Epoch 22 	Train Acc: 0.2959	Train loss: 0.0194	Test Acc: 0.2744	Test loss: 0.0151
Epoch 23 	Train Acc: 0.3453	Train loss: 0.0144	Test Acc: 0.2779	Test loss: 0.0153
Epoch 24 	Train Acc: 0.3301	Train loss: 0.0141	Test Acc: 0.2758	Test loss: 0.0158
Epoch 25 	Train Acc: 0.3405	Train loss: 0.0140	Test Acc: 0.2939	Test loss: 0.0161
Epoch 26 	Train Acc: 0.3675	Train loss: 0.0185	Test Acc: 0.3107	Test loss: 0.0154
