seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.8, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [3], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 4.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 4, attack: MPAF, defense: MyDefense, attack_params: {'lamda': 1}, defense_params: {'show_3d': False, 'metric': 'euclidean', 'gamma': 0.99, 'recored_rs': False}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:3, output: ./logs/FedSGD/CIFAR10_mycnn/non-iid/MPAF_MyDefense/200_20_4_0.05_2025-03-17_20-48-06.txt

Started on Mon Mar 17 20:48:06 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.8
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0789	Train loss: 0.0183	Test Acc: 0.1126	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1348	Train loss: 0.0179	Test Acc: 0.1392	Test loss: 0.0181
Epoch 2  	Train Acc: 0.2313	Train loss: 0.0174	Test Acc: 0.1831	Test loss: 0.0180
Epoch 3  	Train Acc: 0.2648	Train loss: 0.0166	Test Acc: 0.2437	Test loss: 0.0178
Epoch 4  	Train Acc: 0.3266	Train loss: 0.0156	Test Acc: 0.3003	Test loss: 0.0176
Epoch 5  	Train Acc: 0.3273	Train loss: 0.0151	Test Acc: 0.2309	Test loss: 0.0174
Epoch 6  	Train Acc: 0.2324	Train loss: 0.0162	Test Acc: 0.2365	Test loss: 0.0170
Epoch 7  	Train Acc: 0.2805	Train loss: 0.0158	Test Acc: 0.3007	Test loss: 0.0167
Epoch 8  	Train Acc: 0.2680	Train loss: 0.0168	Test Acc: 0.2634	Test loss: 0.0167
Epoch 9  	Train Acc: 0.3125	Train loss: 0.0166	Test Acc: 0.2221	Test loss: 0.0171
Epoch 10 	Train Acc: 0.2305	Train loss: 0.0186	Test Acc: 0.1871	Test loss: 0.0168
Epoch 11 	Train Acc: 0.2820	Train loss: 0.0163	Test Acc: 0.2836	Test loss: 0.0162
Epoch 12 	Train Acc: 0.3445	Train loss: 0.0146	Test Acc: 0.3598	Test loss: 0.0156
