seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [3], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 4.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 6, attack: MinMax, defense: TESSERACT, attack_params: {'gamma_init': 10, 'stop_threshold': 1e-05}, defense_params: None, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:3, output: ./logs/FedSGD/CIFAR10_mycnn/iid/MinMax_TESSERACT/200_20_6_0.05_2025-03-12_13-37-36.txt

Started on Wed Mar 12 13:37:36 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.1016	Train loss: 0.0184	Test Acc: 0.1391	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1719	Train loss: 0.0177	Test Acc: 0.1592	Test loss: 0.0181
Epoch 2  	Train Acc: 0.2027	Train loss: 0.0171	Test Acc: 0.1962	Test loss: 0.0180
Epoch 3  	Train Acc: 0.2602	Train loss: 0.0164	Test Acc: 0.2221	Test loss: 0.0178
Epoch 4  	Train Acc: 0.3078	Train loss: 0.0156	Test Acc: 0.2670	Test loss: 0.0176
Epoch 5  	Train Acc: 0.3285	Train loss: 0.0148	Test Acc: 0.2766	Test loss: 0.0174
Epoch 6  	Train Acc: 0.3383	Train loss: 0.0144	Test Acc: 0.2485	Test loss: 0.0171
Epoch 7  	Train Acc: 0.3359	Train loss: 0.0141	Test Acc: 0.2360	Test loss: 0.0169
Epoch 8  	Train Acc: 0.3754	Train loss: 0.0137	Test Acc: 0.2471	Test loss: 0.0167
Epoch 9  	Train Acc: 0.3828	Train loss: 0.0132	Test Acc: 0.2348	Test loss: 0.0167
Epoch 10 	Train Acc: 0.3805	Train loss: 0.0131	Test Acc: 0.1519	Test loss: 0.0170
Epoch 11 	Train Acc: 0.3809	Train loss: 0.0130	Test Acc: 0.1981	Test loss: 0.0170
Epoch 12 	Train Acc: 0.4117	Train loss: 0.0127	Test Acc: 0.2146	Test loss: 0.0169
Epoch 13 	Train Acc: 0.3953	Train loss: 0.0130	Test Acc: 0.2131	Test loss: 0.0168
Epoch 14 	Train Acc: 0.4078	Train loss: 0.0125	Test Acc: 0.2257	Test loss: 0.0163
Epoch 15 	Train Acc: 0.4043	Train loss: 0.0127	Test Acc: 0.2800	Test loss: 0.0150
Epoch 16 	Train Acc: 0.4066	Train loss: 0.0131	Test Acc: 0.2835	Test loss: 0.0157
Epoch 17 	Train Acc: 0.3566	Train loss: 0.0138	Test Acc: 0.2830	Test loss: 0.0155
Epoch 18 	Train Acc: 0.4309	Train loss: 0.0123	Test Acc: 0.3327	Test loss: 0.0146
Epoch 19 	Train Acc: 0.4662	Train loss: 0.0220	Test Acc: 0.3278	Test loss: 0.0142
Epoch 20 	Train Acc: 0.4410	Train loss: 0.0118	Test Acc: 0.3424	Test loss: 0.0140
Epoch 21 	Train Acc: 0.4781	Train loss: 0.0113	Test Acc: 0.3694	Test loss: 0.0139
Epoch 22 	Train Acc: 0.4730	Train loss: 0.0112	Test Acc: 0.3770	Test loss: 0.0140
Epoch 23 	Train Acc: 0.4516	Train loss: 0.0114	Test Acc: 0.3618	Test loss: 0.0141
Epoch 24 	Train Acc: 0.4582	Train loss: 0.0113	Test Acc: 0.3621	Test loss: 0.0138
Epoch 25 	Train Acc: 0.4539	Train loss: 0.0115	Test Acc: 0.3976	Test loss: 0.0134
Epoch 26 	Train Acc: 0.4789	Train loss: 0.0110	Test Acc: 0.4183	Test loss: 0.0130
Epoch 27 	Train Acc: 0.4867	Train loss: 0.0110	Test Acc: 0.4096	Test loss: 0.0130
Epoch 28 	Train Acc: 0.4859	Train loss: 0.0110	Test Acc: 0.3933	Test loss: 0.0133
Epoch 29 	Train Acc: 0.4816	Train loss: 0.0109	Test Acc: 0.3927	Test loss: 0.0133
Epoch 30 	Train Acc: 0.4961	Train loss: 0.0109	Test Acc: 0.4097	Test loss: 0.0130
Epoch 31 	Train Acc: 0.4969	Train loss: 0.0110	Test Acc: 0.4399	Test loss: 0.0126
Epoch 32 	Train Acc: 0.5070	Train loss: 0.0108	Test Acc: 0.4583	Test loss: 0.0123
Epoch 33 	Train Acc: 0.4992	Train loss: 0.0108	Test Acc: 0.4781	Test loss: 0.0121
Epoch 34 	Train Acc: 0.5000	Train loss: 0.0107	Test Acc: 0.4756	Test loss: 0.0121
Epoch 35 	Train Acc: 0.5078	Train loss: 0.0107	Test Acc: 0.4604	Test loss: 0.0122
Epoch 36 	Train Acc: 0.5102	Train loss: 0.0105	Test Acc: 0.4490	Test loss: 0.0124
Epoch 37 	Train Acc: 0.5156	Train loss: 0.0105	Test Acc: 0.4511	Test loss: 0.0125
Epoch 38 	Train Acc: 0.5133	Train loss: 0.0106	Test Acc: 0.4703	Test loss: 0.0122
Epoch 39 	Train Acc: 0.5007	Train loss: 0.0199	Test Acc: 0.4571	Test loss: 0.0123
Epoch 40 	Train Acc: 0.5227	Train loss: 0.0104	Test Acc: 0.4470	Test loss: 0.0123
Epoch 41 	Train Acc: 0.5188	Train loss: 0.0104	Test Acc: 0.4378	Test loss: 0.0123
Epoch 42 	Train Acc: 0.5066	Train loss: 0.0106	Test Acc: 0.4350	Test loss: 0.0123
Epoch 43 	Train Acc: 0.5301	Train loss: 0.0102	Test Acc: 0.4336	Test loss: 0.0123
Epoch 44 	Train Acc: 0.5277	Train loss: 0.0102	Test Acc: 0.4495	Test loss: 0.0122
Epoch 45 	Train Acc: 0.5211	Train loss: 0.0105	Test Acc: 0.4803	Test loss: 0.0118
Epoch 46 	Train Acc: 0.5059	Train loss: 0.0105	Test Acc: 0.4844	Test loss: 0.0118
Epoch 47 	Train Acc: 0.5434	Train loss: 0.0100	Test Acc: 0.4846	Test loss: 0.0118
Epoch 48 	Train Acc: 0.5094	Train loss: 0.0104	Test Acc: 0.4721	Test loss: 0.0119
Epoch 49 	Train Acc: 0.5473	Train loss: 0.0100	Test Acc: 0.4450	Test loss: 0.0121
Epoch 50 	Train Acc: 0.5211	Train loss: 0.0102	Test Acc: 0.4420	Test loss: 0.0122
Epoch 51 	Train Acc: 0.5348	Train loss: 0.0101	Test Acc: 0.4458	Test loss: 0.0122
Epoch 52 	Train Acc: 0.5297	Train loss: 0.0103	Test Acc: 0.4584	Test loss: 0.0119
Epoch 53 	Train Acc: 0.5473	Train loss: 0.0099	Test Acc: 0.4349	Test loss: 0.0121
Epoch 54 	Train Acc: 0.5191	Train loss: 0.0104	Test Acc: 0.4159	Test loss: 0.0123
Epoch 55 	Train Acc: 0.5172	Train loss: 0.0103	Test Acc: 0.4142	Test loss: 0.0124
Epoch 56 	Train Acc: 0.5027	Train loss: 0.0106	Test Acc: 0.4438	Test loss: 0.0121
Epoch 57 	Train Acc: 0.5410	Train loss: 0.0097	Test Acc: 0.4563	Test loss: 0.0121
Epoch 58 	Train Acc: 0.5344	Train loss: 0.0101	Test Acc: 0.4390	Test loss: 0.0126
Epoch 59 	Train Acc: 0.5360	Train loss: 0.0187	Test Acc: 0.4368	Test loss: 0.0125
Epoch 60 	Train Acc: 0.5387	Train loss: 0.0101	Test Acc: 0.4537	Test loss: 0.0122
Epoch 61 	Train Acc: 0.5410	Train loss: 0.0099	Test Acc: 0.4478	Test loss: 0.0125
Epoch 62 	Train Acc: 0.5266	Train loss: 0.0102	Test Acc: 0.3867	Test loss: 0.0131
Epoch 63 	Train Acc: 0.4262	Train loss: 0.0124	Test Acc: 0.4488	Test loss: 0.0120
Epoch 64 	Train Acc: 0.4461	Train loss: 0.0116	Test Acc: 0.4205	Test loss: 0.0121
Epoch 65 	Train Acc: 0.5012	Train loss: 0.0109	Test Acc: 0.4310	Test loss: 0.0119
Epoch 66 	Train Acc: 0.5070	Train loss: 0.0107	Test Acc: 0.4369	Test loss: 0.0117
Epoch 67 	Train Acc: 0.5098	Train loss: 0.0106	Test Acc: 0.4453	Test loss: 0.0116
Epoch 68 	Train Acc: 0.5273	Train loss: 0.0099	Test Acc: 0.4418	Test loss: 0.0124
Epoch 69 	Train Acc: 0.4957	Train loss: 0.0108	Test Acc: 0.4236	Test loss: 0.0128
Epoch 70 	Train Acc: 0.5070	Train loss: 0.0108	Test Acc: 0.4526	Test loss: 0.0123
Epoch 71 	Train Acc: 0.5371	Train loss: 0.0100	Test Acc: 0.4798	Test loss: 0.0118
Epoch 72 	Train Acc: 0.5328	Train loss: 0.0101	Test Acc: 0.4505	Test loss: 0.0121
Epoch 73 	Train Acc: 0.4922	Train loss: 0.0109	Test Acc: 0.4658	Test loss: 0.0116
Epoch 74 	Train Acc: 0.5160	Train loss: 0.0104	Test Acc: 0.5078	Test loss: 0.0108
Epoch 75 	Train Acc: 0.5219	Train loss: 0.0106	Test Acc: 0.5009	Test loss: 0.0110
Epoch 76 	Train Acc: 0.5305	Train loss: 0.0101	Test Acc: 0.4637	Test loss: 0.0117
Epoch 77 	Train Acc: 0.5086	Train loss: 0.0103	Test Acc: 0.4688	Test loss: 0.0116
Epoch 78 	Train Acc: 0.5035	Train loss: 0.0106	Test Acc: 0.5026	Test loss: 0.0109
Epoch 79 	Train Acc: 0.5412	Train loss: 0.0190	Test Acc: 0.5011	Test loss: 0.0108
Epoch 80 	Train Acc: 0.5270	Train loss: 0.0100	Test Acc: 0.4819	Test loss: 0.0113
Epoch 81 	Train Acc: 0.5270	Train loss: 0.0103	Test Acc: 0.4988	Test loss: 0.0108
Epoch 82 	Train Acc: 0.5437	Train loss: 0.0098	Test Acc: 0.5120	Test loss: 0.0105
Epoch 83 	Train Acc: 0.5281	Train loss: 0.0102	Test Acc: 0.5125	Test loss: 0.0105
Epoch 84 	Train Acc: 0.5602	Train loss: 0.0096	Test Acc: 0.5278	Test loss: 0.0103
Epoch 85 	Train Acc: 0.5301	Train loss: 0.0100	Test Acc: 0.5466	Test loss: 0.0101
Epoch 86 	Train Acc: 0.5547	Train loss: 0.0097	Test Acc: 0.5424	Test loss: 0.0102
Epoch 87 	Train Acc: 0.5473	Train loss: 0.0098	Test Acc: 0.5327	Test loss: 0.0103
Epoch 88 	Train Acc: 0.5516	Train loss: 0.0096	Test Acc: 0.5118	Test loss: 0.0106
Epoch 89 	Train Acc: 0.5211	Train loss: 0.0105	Test Acc: 0.5062	Test loss: 0.0107
Epoch 90 	Train Acc: 0.5363	Train loss: 0.0101	Test Acc: 0.4884	Test loss: 0.0112
Epoch 91 	Train Acc: 0.5324	Train loss: 0.0100	Test Acc: 0.4824	Test loss: 0.0115
Epoch 92 	Train Acc: 0.5480	Train loss: 0.0098	Test Acc: 0.4653	Test loss: 0.0116
Epoch 93 	Train Acc: 0.4953	Train loss: 0.0105	Test Acc: 0.4493	Test loss: 0.0116
Epoch 94 	Train Acc: 0.5113	Train loss: 0.0106	Test Acc: 0.4413	Test loss: 0.0118
Epoch 95 	Train Acc: 0.4984	Train loss: 0.0105	Test Acc: 0.4596	Test loss: 0.0115
Epoch 96 	Train Acc: 0.5496	Train loss: 0.0102	Test Acc: 0.4798	Test loss: 0.0112
Epoch 97 	Train Acc: 0.5523	Train loss: 0.0098	Test Acc: 0.5178	Test loss: 0.0108
Epoch 98 	Train Acc: 0.5574	Train loss: 0.0096	Test Acc: 0.4724	Test loss: 0.0117
Epoch 99 	Train Acc: 0.5390	Train loss: 0.0188	Test Acc: 0.4711	Test loss: 0.0119
Epoch 100	Train Acc: 0.5367	Train loss: 0.0102	Test Acc: 0.4601	Test loss: 0.0123
Epoch 101	Train Acc: 0.5242	Train loss: 0.0105	Test Acc: 0.4849	Test loss: 0.0114
Epoch 102	Train Acc: 0.5367	Train loss: 0.0099	Test Acc: 0.5401	Test loss: 0.0101
Epoch 103	Train Acc: 0.5590	Train loss: 0.0099	Test Acc: 0.5305	Test loss: 0.0101
Epoch 104	Train Acc: 0.5477	Train loss: 0.0097	Test Acc: 0.5209	Test loss: 0.0103
Epoch 105	Train Acc: 0.5418	Train loss: 0.0098	Test Acc: 0.5066	Test loss: 0.0106
Epoch 106	Train Acc: 0.5410	Train loss: 0.0099	Test Acc: 0.4950	Test loss: 0.0109
Epoch 107	Train Acc: 0.5309	Train loss: 0.0102	Test Acc: 0.5225	Test loss: 0.0105
Epoch 108	Train Acc: 0.5609	Train loss: 0.0095	Test Acc: 0.4997	Test loss: 0.0109
Epoch 109	Train Acc: 0.5551	Train loss: 0.0097	Test Acc: 0.4792	Test loss: 0.0115
Epoch 110	Train Acc: 0.5184	Train loss: 0.0104	Test Acc: 0.4958	Test loss: 0.0110
Epoch 111	Train Acc: 0.5430	Train loss: 0.0098	Test Acc: 0.5416	Test loss: 0.0100
Epoch 112	Train Acc: 0.5793	Train loss: 0.0094	Test Acc: 0.5438	Test loss: 0.0101
Epoch 113	Train Acc: 0.5668	Train loss: 0.0095	Test Acc: 0.5436	Test loss: 0.0101
Epoch 114	Train Acc: 0.5527	Train loss: 0.0096	Test Acc: 0.5532	Test loss: 0.0099
Epoch 115	Train Acc: 0.5695	Train loss: 0.0094	Test Acc: 0.5603	Test loss: 0.0098
Epoch 116	Train Acc: 0.5875	Train loss: 0.0092	Test Acc: 0.5366	Test loss: 0.0101
Epoch 117	Train Acc: 0.5586	Train loss: 0.0097	Test Acc: 0.5283	Test loss: 0.0104
Epoch 118	Train Acc: 0.5617	Train loss: 0.0096	Test Acc: 0.5263	Test loss: 0.0104
Epoch 119	Train Acc: 0.5537	Train loss: 0.0189	Test Acc: 0.5177	Test loss: 0.0108
Epoch 120	Train Acc: 0.5539	Train loss: 0.0099	Test Acc: 0.5513	Test loss: 0.0099
Epoch 121	Train Acc: 0.5715	Train loss: 0.0093	Test Acc: 0.5308	Test loss: 0.0103
Epoch 122	Train Acc: 0.5605	Train loss: 0.0095	Test Acc: 0.5122	Test loss: 0.0107
Epoch 123	Train Acc: 0.5566	Train loss: 0.0096	Test Acc: 0.5074	Test loss: 0.0109
Epoch 124	Train Acc: 0.5543	Train loss: 0.0097	Test Acc: 0.4997	Test loss: 0.0112
Epoch 125	Train Acc: 0.5531	Train loss: 0.0097	Test Acc: 0.5170	Test loss: 0.0109
Epoch 126	Train Acc: 0.5805	Train loss: 0.0093	Test Acc: 0.5619	Test loss: 0.0099
Epoch 127	Train Acc: 0.5980	Train loss: 0.0087	Test Acc: 0.5629	Test loss: 0.0097
Epoch 128	Train Acc: 0.5836	Train loss: 0.0092	Test Acc: 0.5574	Test loss: 0.0098
Epoch 129	Train Acc: 0.5730	Train loss: 0.0095	Test Acc: 0.5394	Test loss: 0.0102
Epoch 130	Train Acc: 0.5715	Train loss: 0.0095	Test Acc: 0.5325	Test loss: 0.0105
Epoch 131	Train Acc: 0.5785	Train loss: 0.0093	Test Acc: 0.5479	Test loss: 0.0102
Epoch 132	Train Acc: 0.5957	Train loss: 0.0089	Test Acc: 0.5483	Test loss: 0.0102
Epoch 133	Train Acc: 0.5980	Train loss: 0.0088	Test Acc: 0.5418	Test loss: 0.0102
Epoch 134	Train Acc: 0.5930	Train loss: 0.0089	Test Acc: 0.5389	Test loss: 0.0103
Epoch 135	Train Acc: 0.5797	Train loss: 0.0089	Test Acc: 0.5412	Test loss: 0.0101
Epoch 136	Train Acc: 0.6133	Train loss: 0.0086	Test Acc: 0.5400	Test loss: 0.0100
Epoch 137	Train Acc: 0.5977	Train loss: 0.0089	Test Acc: 0.5380	Test loss: 0.0100
Epoch 138	Train Acc: 0.6027	Train loss: 0.0088	Test Acc: 0.5404	Test loss: 0.0099
Epoch 139	Train Acc: 0.5890	Train loss: 0.0169	Test Acc: 0.5355	Test loss: 0.0100
Epoch 140	Train Acc: 0.6156	Train loss: 0.0085	Test Acc: 0.5327	Test loss: 0.0101
Epoch 141	Train Acc: 0.5773	Train loss: 0.0092	Test Acc: 0.5268	Test loss: 0.0102
Epoch 142	Train Acc: 0.5773	Train loss: 0.0091	Test Acc: 0.5037	Test loss: 0.0107
Epoch 143	Train Acc: 0.5652	Train loss: 0.0093	Test Acc: 0.5342	Test loss: 0.0101
Epoch 144	Train Acc: 0.5898	Train loss: 0.0090	Test Acc: 0.5606	Test loss: 0.0097
Epoch 145	Train Acc: 0.6031	Train loss: 0.0088	Test Acc: 0.5623	Test loss: 0.0097
Epoch 146	Train Acc: 0.5883	Train loss: 0.0092	Test Acc: 0.5570	Test loss: 0.0097
Epoch 147	Train Acc: 0.5852	Train loss: 0.0089	Test Acc: 0.5533	Test loss: 0.0098
Epoch 148	Train Acc: 0.5992	Train loss: 0.0089	Test Acc: 0.5481	Test loss: 0.0099
Epoch 149	Train Acc: 0.5852	Train loss: 0.0091	Test Acc: 0.5462	Test loss: 0.0099
Epoch 150	Train Acc: 0.5949	Train loss: 0.0090	Test Acc: 0.5482	Test loss: 0.0098
Epoch 151	Train Acc: 0.5773	Train loss: 0.0093	Test Acc: 0.5376	Test loss: 0.0100
Epoch 152	Train Acc: 0.5738	Train loss: 0.0093	Test Acc: 0.5502	Test loss: 0.0098
Epoch 153	Train Acc: 0.5961	Train loss: 0.0089	Test Acc: 0.5504	Test loss: 0.0098
Epoch 154	Train Acc: 0.6121	Train loss: 0.0086	Test Acc: 0.5475	Test loss: 0.0099
Epoch 155	Train Acc: 0.5910	Train loss: 0.0091	Test Acc: 0.5465	Test loss: 0.0100
Epoch 156	Train Acc: 0.6098	Train loss: 0.0087	Test Acc: 0.5454	Test loss: 0.0100
Epoch 157	Train Acc: 0.6059	Train loss: 0.0088	Test Acc: 0.5423	Test loss: 0.0101
Epoch 158	Train Acc: 0.5996	Train loss: 0.0090	Test Acc: 0.5461	Test loss: 0.0101
Epoch 159	Train Acc: 0.6250	Train loss: 0.0164	Test Acc: 0.5319	Test loss: 0.0106
Epoch 160	Train Acc: 0.5687	Train loss: 0.0096	Test Acc: 0.5513	Test loss: 0.0101
Epoch 161	Train Acc: 0.5734	Train loss: 0.0092	Test Acc: 0.5627	Test loss: 0.0097
Epoch 162	Train Acc: 0.6082	Train loss: 0.0084	Test Acc: 0.5472	Test loss: 0.0099
Epoch 163	Train Acc: 0.5707	Train loss: 0.0096	Test Acc: 0.5384	Test loss: 0.0101
Epoch 164	Train Acc: 0.5723	Train loss: 0.0096	Test Acc: 0.5422	Test loss: 0.0100
Epoch 165	Train Acc: 0.5875	Train loss: 0.0095	Test Acc: 0.5536	Test loss: 0.0098
Epoch 166	Train Acc: 0.6082	Train loss: 0.0087	Test Acc: 0.5616	Test loss: 0.0096
Epoch 167	Train Acc: 0.5953	Train loss: 0.0091	Test Acc: 0.5601	Test loss: 0.0097
Epoch 168	Train Acc: 0.6090	Train loss: 0.0087	Test Acc: 0.5585	Test loss: 0.0098
Epoch 169	Train Acc: 0.6188	Train loss: 0.0087	Test Acc: 0.5538	Test loss: 0.0099
Epoch 170	Train Acc: 0.6266	Train loss: 0.0084	Test Acc: 0.5539	Test loss: 0.0100
Epoch 171	Train Acc: 0.6289	Train loss: 0.0083	Test Acc: 0.5530	Test loss: 0.0100
Epoch 172	Train Acc: 0.6074	Train loss: 0.0089	Test Acc: 0.5536	Test loss: 0.0100
Epoch 173	Train Acc: 0.6176	Train loss: 0.0086	Test Acc: 0.5572	Test loss: 0.0100
Epoch 174	Train Acc: 0.6242	Train loss: 0.0082	Test Acc: 0.5594	Test loss: 0.0099
Epoch 175	Train Acc: 0.6270	Train loss: 0.0084	Test Acc: 0.5603	Test loss: 0.0099
Epoch 176	Train Acc: 0.6348	Train loss: 0.0083	Test Acc: 0.5683	Test loss: 0.0097
Epoch 177	Train Acc: 0.5980	Train loss: 0.0086	Test Acc: 0.5721	Test loss: 0.0095
Epoch 178	Train Acc: 0.6129	Train loss: 0.0084	Test Acc: 0.5792	Test loss: 0.0094
Epoch 179	Train Acc: 0.5993	Train loss: 0.0162	Test Acc: 0.5804	Test loss: 0.0093
Epoch 180	Train Acc: 0.6086	Train loss: 0.0087	Test Acc: 0.5754	Test loss: 0.0095
Epoch 181	Train Acc: 0.6246	Train loss: 0.0084	Test Acc: 0.5685	Test loss: 0.0097
Epoch 182	Train Acc: 0.6047	Train loss: 0.0086	Test Acc: 0.5636	Test loss: 0.0099
Epoch 183	Train Acc: 0.6070	Train loss: 0.0087	Test Acc: 0.5560	Test loss: 0.0101
Epoch 184	Train Acc: 0.6105	Train loss: 0.0087	Test Acc: 0.5644	Test loss: 0.0099
Epoch 185	Train Acc: 0.6258	Train loss: 0.0083	Test Acc: 0.5720	Test loss: 0.0096
Epoch 186	Train Acc: 0.5992	Train loss: 0.0087	Test Acc: 0.5870	Test loss: 0.0092
Epoch 187	Train Acc: 0.6090	Train loss: 0.0087	Test Acc: 0.5881	Test loss: 0.0091
Epoch 188	Train Acc: 0.6203	Train loss: 0.0083	Test Acc: 0.5880	Test loss: 0.0091
Epoch 189	Train Acc: 0.6059	Train loss: 0.0086	Test Acc: 0.5863	Test loss: 0.0092
Epoch 190	Train Acc: 0.6070	Train loss: 0.0086	Test Acc: 0.5858	Test loss: 0.0092
Epoch 191	Train Acc: 0.6207	Train loss: 0.0084	Test Acc: 0.5868	Test loss: 0.0092
Epoch 192	Train Acc: 0.6074	Train loss: 0.0086	Test Acc: 0.5870	Test loss: 0.0092
Epoch 193	Train Acc: 0.5988	Train loss: 0.0087	Test Acc: 0.5849	Test loss: 0.0092
Epoch 194	Train Acc: 0.6070	Train loss: 0.0088	Test Acc: 0.5815	Test loss: 0.0093
Epoch 195	Train Acc: 0.6078	Train loss: 0.0086	Test Acc: 0.5781	Test loss: 0.0094
Epoch 196	Train Acc: 0.6113	Train loss: 0.0086	Test Acc: 0.5774	Test loss: 0.0094
Epoch 197	Train Acc: 0.6230	Train loss: 0.0084	Test Acc: 0.5764	Test loss: 0.0094
Epoch 198	Train Acc: 0.6246	Train loss: 0.0085	Test Acc: 0.5756	Test loss: 0.0095
Epoch 199	Train Acc: 0.6279	Train loss: 0.0157	Test Acc: 0.5760	Test loss: 0.0095
Training finished on Wed Mar 12 14:14:49 2025 using 37 minutes and 13 seconds in total.
