seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.8, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [3], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 3.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 6, attack: MyAttack, defense: Mean, attack_params: {'aff_open': False, 'moment_open': True, 'record_sign_match': False}, defense_params: None, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:3, output: ./logs/FedSGD/CIFAR10_mycnn/non-iid/MyAttack_Mean/200_20_6_0.05_2025-03-20_10-39-03.txt

Started on Thu Mar 20 10:39:03 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.8
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0906	Train loss: 0.0183	Test Acc: 0.0962	Test loss: 36.2113
Epoch 1  	Train Acc: 0.1031	Train loss: 0.8388	Test Acc: 0.1211	Test loss: 490.7361
Epoch 2  	Train Acc: 0.1211	Train loss: 3.4630	Test Acc: 0.1000	Test loss: nan
Epoch 3  	Train Acc: 0.1641	Train loss: 10.0768	Test Acc: 0.1144	Test loss: 1763.5589
Epoch 4  	Train Acc: 0.0996	Train loss: 13.9816	Test Acc: 0.0912	Test loss: 1844.6426
Epoch 5  	Train Acc: 0.1051	Train loss: 15.5378	Test Acc: 0.1062	Test loss: 2175.9492
Epoch 6  	Train Acc: 0.1145	Train loss: 20.1957	Test Acc: 0.1030	Test loss: 2529.4042
Epoch 7  	Train Acc: 0.1316	Train loss: 27.0810	Test Acc: 0.1013	Test loss: 4120.5072
Epoch 8  	Train Acc: 0.1062	Train loss: 48.3115	Test Acc: 0.0740	Test loss: 2106.9586
Epoch 9  	Train Acc: 0.1117	Train loss: 35.5258	Test Acc: 0.1044	Test loss: 1230.9075
Epoch 10 	Train Acc: 0.1176	Train loss: 20.1624	Test Acc: 0.1104	Test loss: 1052.2883
Epoch 11 	Train Acc: 0.1406	Train loss: 17.8141	Test Acc: 0.0945	Test loss: 765.1033
Epoch 12 	Train Acc: 0.1332	Train loss: 16.0710	Test Acc: 0.0846	Test loss: 471.9155
