seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [1], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 3.3.2hyperE, npy_prefix: None, num_clients: 20, num_adv: 2, attack: MinMax, defense: NormClipping, attack_params: {'gamma_init': 10, 'stop_threshold': 1e-05}, defense_params: {'weakDP': True, 'norm_threshold': 3, 'noise_mean': 0, 'noise_std': 0.002}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:1, output: ./logs/FedSGD/CIFAR10_mycnn/iid/MinMax_NormClipping/200_20_2_0.05_2025-03-13_17-49-52.txt

Started on Thu Mar 13 17:49:52 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0941	Train loss: 0.0182	Test Acc: 0.1000	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1430	Train loss: 0.0177	Test Acc: 0.1005	Test loss: 0.0181
Epoch 2  	Train Acc: 0.2168	Train loss: 0.0169	Test Acc: 0.1636	Test loss: 0.0179
Epoch 3  	Train Acc: 0.2863	Train loss: 0.0162	Test Acc: 0.2409	Test loss: 0.0177
Epoch 4  	Train Acc: 0.2969	Train loss: 0.0153	Test Acc: 0.2474	Test loss: 0.0174
Epoch 5  	Train Acc: 0.3254	Train loss: 0.0147	Test Acc: 0.3146	Test loss: 0.0171
Epoch 6  	Train Acc: 0.3754	Train loss: 0.0141	Test Acc: 0.3004	Test loss: 0.0167
Epoch 7  	Train Acc: 0.3629	Train loss: 0.0140	Test Acc: 0.2491	Test loss: 0.0164
Epoch 8  	Train Acc: 0.3723	Train loss: 0.0135	Test Acc: 0.2746	Test loss: 0.0162
Epoch 9  	Train Acc: 0.4152	Train loss: 0.0130	Test Acc: 0.2709	Test loss: 0.0162
Epoch 10 	Train Acc: 0.4215	Train loss: 0.0129	Test Acc: 0.2592	Test loss: 0.0162
Epoch 11 	Train Acc: 0.4398	Train loss: 0.0123	Test Acc: 0.2376	Test loss: 0.0166
Epoch 12 	Train Acc: 0.4414	Train loss: 0.0121	Test Acc: 0.2451	Test loss: 0.0166
Epoch 13 	Train Acc: 0.4355	Train loss: 0.0122	Test Acc: 0.2262	Test loss: 0.0172
Epoch 14 	Train Acc: 0.4402	Train loss: 0.0118	Test Acc: 0.2426	Test loss: 0.0160
Epoch 15 	Train Acc: 0.4336	Train loss: 0.0127	Test Acc: 0.2559	Test loss: 0.0176
Epoch 16 	Train Acc: 0.4434	Train loss: 0.0128	Test Acc: 0.2585	Test loss: 0.0163
Epoch 17 	Train Acc: 0.4145	Train loss: 0.0128	Test Acc: 0.2572	Test loss: 0.0162
Epoch 18 	Train Acc: 0.3980	Train loss: 0.0134	Test Acc: 0.3116	Test loss: 0.0147
Epoch 19 	Train Acc: 0.3765	Train loss: 0.0259	Test Acc: 0.3678	Test loss: 0.0134
Epoch 20 	Train Acc: 0.4535	Train loss: 0.0121	Test Acc: 0.4282	Test loss: 0.0124
Epoch 21 	Train Acc: 0.4324	Train loss: 0.0121	Test Acc: 0.4224	Test loss: 0.0125
Epoch 22 	Train Acc: 0.4512	Train loss: 0.0117	Test Acc: 0.4256	Test loss: 0.0123
Epoch 23 	Train Acc: 0.4527	Train loss: 0.0116	Test Acc: 0.4195	Test loss: 0.0126
Epoch 24 	Train Acc: 0.4797	Train loss: 0.0112	Test Acc: 0.4299	Test loss: 0.0128
Epoch 25 	Train Acc: 0.4621	Train loss: 0.0115	Test Acc: 0.4293	Test loss: 0.0125
Epoch 26 	Train Acc: 0.4441	Train loss: 0.0116	Test Acc: 0.4574	Test loss: 0.0119
Epoch 27 	Train Acc: 0.4863	Train loss: 0.0112	Test Acc: 0.4573	Test loss: 0.0118
Epoch 28 	Train Acc: 0.4891	Train loss: 0.0109	Test Acc: 0.4802	Test loss: 0.0113
Epoch 29 	Train Acc: 0.4926	Train loss: 0.0109	Test Acc: 0.4990	Test loss: 0.0110
Epoch 30 	Train Acc: 0.4969	Train loss: 0.0108	Test Acc: 0.5112	Test loss: 0.0106
Epoch 31 	Train Acc: 0.5113	Train loss: 0.0106	Test Acc: 0.5021	Test loss: 0.0107
Epoch 32 	Train Acc: 0.5086	Train loss: 0.0105	Test Acc: 0.5242	Test loss: 0.0105
Epoch 33 	Train Acc: 0.5293	Train loss: 0.0100	Test Acc: 0.5180	Test loss: 0.0105
Epoch 34 	Train Acc: 0.5574	Train loss: 0.0099	Test Acc: 0.5101	Test loss: 0.0108
Epoch 35 	Train Acc: 0.5309	Train loss: 0.0102	Test Acc: 0.5116	Test loss: 0.0108
Epoch 36 	Train Acc: 0.5227	Train loss: 0.0105	Test Acc: 0.5397	Test loss: 0.0101
Epoch 37 	Train Acc: 0.5379	Train loss: 0.0099	Test Acc: 0.5431	Test loss: 0.0101
Epoch 38 	Train Acc: 0.5484	Train loss: 0.0098	Test Acc: 0.5243	Test loss: 0.0104
Epoch 39 	Train Acc: 0.5228	Train loss: 0.0197	Test Acc: 0.5319	Test loss: 0.0104
Epoch 40 	Train Acc: 0.5547	Train loss: 0.0096	Test Acc: 0.5449	Test loss: 0.0102
Epoch 41 	Train Acc: 0.5516	Train loss: 0.0097	Test Acc: 0.5387	Test loss: 0.0102
Epoch 42 	Train Acc: 0.5785	Train loss: 0.0095	Test Acc: 0.5400	Test loss: 0.0101
Epoch 43 	Train Acc: 0.5656	Train loss: 0.0095	Test Acc: 0.5583	Test loss: 0.0097
Epoch 44 	Train Acc: 0.5672	Train loss: 0.0094	Test Acc: 0.5689	Test loss: 0.0095
Epoch 45 	Train Acc: 0.5805	Train loss: 0.0092	Test Acc: 0.5675	Test loss: 0.0096
Epoch 46 	Train Acc: 0.6027	Train loss: 0.0088	Test Acc: 0.5616	Test loss: 0.0096
Epoch 47 	Train Acc: 0.5914	Train loss: 0.0089	Test Acc: 0.5799	Test loss: 0.0092
Epoch 48 	Train Acc: 0.6078	Train loss: 0.0087	Test Acc: 0.5783	Test loss: 0.0092
Epoch 49 	Train Acc: 0.6027	Train loss: 0.0085	Test Acc: 0.5905	Test loss: 0.0091
Epoch 50 	Train Acc: 0.5914	Train loss: 0.0086	Test Acc: 0.5803	Test loss: 0.0091
Epoch 51 	Train Acc: 0.5957	Train loss: 0.0088	Test Acc: 0.5753	Test loss: 0.0094
Epoch 52 	Train Acc: 0.6020	Train loss: 0.0086	Test Acc: 0.5568	Test loss: 0.0096
Epoch 53 	Train Acc: 0.5973	Train loss: 0.0086	Test Acc: 0.5554	Test loss: 0.0100
Epoch 54 	Train Acc: 0.5926	Train loss: 0.0088	Test Acc: 0.5854	Test loss: 0.0092
Epoch 55 	Train Acc: 0.5977	Train loss: 0.0087	Test Acc: 0.5819	Test loss: 0.0093
Epoch 56 	Train Acc: 0.6000	Train loss: 0.0087	Test Acc: 0.5809	Test loss: 0.0092
Epoch 57 	Train Acc: 0.6059	Train loss: 0.0084	Test Acc: 0.5952	Test loss: 0.0088
Epoch 58 	Train Acc: 0.6230	Train loss: 0.0082	Test Acc: 0.5948	Test loss: 0.0088
Epoch 59 	Train Acc: 0.6426	Train loss: 0.0150	Test Acc: 0.6014	Test loss: 0.0088
Epoch 60 	Train Acc: 0.6238	Train loss: 0.0082	Test Acc: 0.6136	Test loss: 0.0085
Epoch 61 	Train Acc: 0.6383	Train loss: 0.0079	Test Acc: 0.5933	Test loss: 0.0091
Epoch 62 	Train Acc: 0.6277	Train loss: 0.0081	Test Acc: 0.6097	Test loss: 0.0087
Epoch 63 	Train Acc: 0.6359	Train loss: 0.0079	Test Acc: 0.6274	Test loss: 0.0082
Epoch 64 	Train Acc: 0.6414	Train loss: 0.0078	Test Acc: 0.5991	Test loss: 0.0086
Epoch 65 	Train Acc: 0.6379	Train loss: 0.0082	Test Acc: 0.6175	Test loss: 0.0085
Epoch 66 	Train Acc: 0.6383	Train loss: 0.0078	Test Acc: 0.6078	Test loss: 0.0087
Epoch 67 	Train Acc: 0.6742	Train loss: 0.0074	Test Acc: 0.6111	Test loss: 0.0086
Epoch 68 	Train Acc: 0.6414	Train loss: 0.0080	Test Acc: 0.6254	Test loss: 0.0082
Epoch 69 	Train Acc: 0.6578	Train loss: 0.0075	Test Acc: 0.6366	Test loss: 0.0081
Epoch 70 	Train Acc: 0.6438	Train loss: 0.0075	Test Acc: 0.6179	Test loss: 0.0083
