seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.2, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [2], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 4.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 2, attack: MinSum, defense: TrimmedMean, attack_params: {'gamma_init': 10, 'stop_threshold': 1e-05}, defense_params: {'beta': 0.1}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:2, output: ./logs/FedSGD/CIFAR10_mycnn/iid/MinSum_TrimmedMean/200_20_2_0.05_2025-03-12_14-18-35.txt

Started on Wed Mar 12 14:18:35 2025
Generating new indices
Doing iid partition
iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0941	Train loss: 0.0182	Test Acc: 0.1001	Test loss: 0.0182
Epoch 1  	Train Acc: 0.1449	Train loss: 0.0177	Test Acc: 0.1005	Test loss: 0.0181
Epoch 2  	Train Acc: 0.2148	Train loss: 0.0169	Test Acc: 0.1595	Test loss: 0.0179
Epoch 3  	Train Acc: 0.2871	Train loss: 0.0162	Test Acc: 0.2402	Test loss: 0.0177
Epoch 4  	Train Acc: 0.2996	Train loss: 0.0153	Test Acc: 0.2430	Test loss: 0.0174
Epoch 5  	Train Acc: 0.3223	Train loss: 0.0147	Test Acc: 0.3214	Test loss: 0.0170
Epoch 6  	Train Acc: 0.3730	Train loss: 0.0141	Test Acc: 0.2925	Test loss: 0.0166
Epoch 7  	Train Acc: 0.3637	Train loss: 0.0139	Test Acc: 0.2347	Test loss: 0.0164
Epoch 8  	Train Acc: 0.3668	Train loss: 0.0135	Test Acc: 0.2751	Test loss: 0.0161
Epoch 9  	Train Acc: 0.4070	Train loss: 0.0131	Test Acc: 0.2605	Test loss: 0.0162
Epoch 10 	Train Acc: 0.4172	Train loss: 0.0129	Test Acc: 0.2569	Test loss: 0.0162
Epoch 11 	Train Acc: 0.4348	Train loss: 0.0123	Test Acc: 0.2360	Test loss: 0.0164
