seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, batch_size: 32, learning_rate: 0.01, model: lenet, dataset: MNIST, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.3, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [3], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, hyper_e: 50, npy_file_name: 3.3.2noiid, npy_prefix: None, num_clients: 30, num_adv: 9, attack: MyAttack, defense: CenteredClipping, attack_params: {'aff_open': False, 'moment_open': True, 'record_sign_match': False}, defense_params: {'norm_threshold': 100, 'num_iters': 1}, benchmark: False, num_training_sample: 60000, num_channels: 1, num_classes: 10, mean: (0.1307,), std: (0.3081,), device: cuda:3, output: ./logs/FedSGD/MNIST_lenet/non-iid/MyAttack_CenteredClipping/200_30_9_0.01_2025-03-19_21-11-45.txt

Started on Wed Mar 19 21:11:45 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.3
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.1010	Train loss: 0.0720	Test Acc: 0.0976	Test loss: 0.1836
Epoch 1  	Train Acc: 0.1042	Train loss: 0.1801	Test Acc: 0.1090	Test loss: 2.9894
Epoch 2  	Train Acc: 0.1229	Train loss: 2.8077	Test Acc: 0.1361	Test loss: 9.3895
Epoch 3  	Train Acc: 0.1302	Train loss: 9.4876	Test Acc: 0.1031	Test loss: 27.6716
Epoch 4  	Train Acc: 0.0865	Train loss: 28.3542	Test Acc: 0.1238	Test loss: 124.6900
Epoch 5  	Train Acc: 0.1427	Train loss: 115.3682	Test Acc: 0.0946	Test loss: 88.5735
Epoch 6  	Train Acc: 0.0844	Train loss: 87.1765	Test Acc: 0.0903	Test loss: 34.1543
Epoch 7  	Train Acc: 0.1000	Train loss: 31.8552	Test Acc: 0.0983	Test loss: 2.0619
Epoch 8  	Train Acc: 0.1094	Train loss: 2.0926	Test Acc: 0.1135	Test loss: 1.4348
Epoch 9  	Train Acc: 0.0993	Train loss: 1.4006	Test Acc: 0.0958	Test loss: 1.8947
Epoch 10 	Train Acc: 0.0750	Train loss: 1.7939	Test Acc: 0.1135	Test loss: 1.4291
Epoch 11 	Train Acc: 0.1031	Train loss: 1.4470	Test Acc: 0.1032	Test loss: 1.4338
Epoch 12 	Train Acc: 0.0969	Train loss: 1.4186	Test Acc: 0.1032	Test loss: 1.2443
Epoch 13 	Train Acc: 0.0979	Train loss: 1.2638	Test Acc: 0.1135	Test loss: 0.6768
Epoch 14 	Train Acc: 0.1052	Train loss: 0.6677	Test Acc: 0.0974	Test loss: 0.4462
Epoch 15 	Train Acc: 0.1021	Train loss: 0.4172	Test Acc: 0.1028	Test loss: 0.4604
Epoch 16 	Train Acc: 0.1458	Train loss: 0.4278	Test Acc: 0.1010	Test loss: 0.3327
Epoch 17 	Train Acc: 0.1062	Train loss: 0.3240	Test Acc: 0.1010	Test loss: 0.3744
Epoch 18 	Train Acc: 0.0865	Train loss: 0.3701	Test Acc: 0.1010	Test loss: 0.2295
