seed: 4, algorithm: FedSGD, optimizer: SGD, momentum: 0.9, weight_decay: 0.0005, lr_scheduler: MultiStepLR, milestones: [0.6, 0.8], batch_size: 128, learning_rate: 0.05, model: mycnn, dataset: CIFAR10, distribution: non-iid, im_iid_gamma: 0.01, tail_cls_from: 4, dirichlet_alpha: 0.5, cache_partition: False, num_workers: 0, record_time: False, gpu_idx: [3], my_exp: True, epochs: 200, predict_epochs: 5, predict_alpha: 0.8, hyper_e: 50, show_sign_flip: False, other_show_3d: False, only_show_last_epoch: True, npy_file_name: 3.3.2noiid, npy_prefix: None, num_clients: 20, num_adv: 6, attack: MyAttack, defense: TrimmedMean, attack_params: {'aff_open': False, 'moment_open': True, 'record_sign_match': False}, defense_params: {'beta': 0.1}, benchmark: False, num_training_sample: 50000, num_channels: 3, num_classes: 10, mean: (0.4914, 0.4822, 0.4465), std: (0.247, 0.243, 0.261), device: cuda:3, output: ./logs/FedSGD/CIFAR10_mycnn/non-iid/MyAttack_TrimmedMean/200_20_6_0.05_2025-03-20_11-17-16.txt

Started on Thu Mar 20 11:17:16 2025
Generating new indices
Doing non-iid partition
dirichlet alpha: 0.5
non-iid partition finished
Data partitioned
Clients and server are initialized
Starting Training...
Epoch 0  	Train Acc: 0.0793	Train loss: 0.0183	Test Acc: 0.1036	Test loss: 11.2670
Epoch 1  	Train Acc: 0.0992	Train loss: 0.6850	Test Acc: 0.1152	Test loss: 164.5835
Epoch 2  	Train Acc: 0.1109	Train loss: 2.7617	Test Acc: 0.1000	Test loss: nan
Epoch 3  	Train Acc: 0.1117	Train loss: 11.7433	Test Acc: 0.1000	Test loss: nan
Epoch 4  	Train Acc: 0.1105	Train loss: 25.1789	Test Acc: 0.1178	Test loss: 3084.6285
Epoch 5  	Train Acc: 0.1555	Train loss: 16.1596	Test Acc: 0.1001	Test loss: 4256.2157
Epoch 6  	Train Acc: 0.1383	Train loss: 11.0464	Test Acc: 0.1001	Test loss: 5368.0950
Epoch 7  	Train Acc: 0.0989	Train loss: 15.8052	Test Acc: 0.1001	Test loss: 6579.6623
Epoch 8  	Train Acc: 0.1004	Train loss: 27.0701	Test Acc: 0.1104	Test loss: 1919.4061
Epoch 9  	Train Acc: 0.1316	Train loss: 18.5291	Test Acc: 0.0986	Test loss: 2173.8751
Epoch 10 	Train Acc: 0.0934	Train loss: 21.5318	Test Acc: 0.1182	Test loss: 1069.7140
Epoch 11 	Train Acc: 0.0943	Train loss: 34.8425	Test Acc: 0.0840	Test loss: 510.0254
Epoch 12 	Train Acc: 0.1048	Train loss: 23.0941	Test Acc: 0.0785	Test loss: 204.2217
Epoch 13 	Train Acc: 0.1067	Train loss: 8.8892	Test Acc: 0.0883	Test loss: 138.9342
Epoch 14 	Train Acc: 0.1195	Train loss: 7.0432	Test Acc: 0.0774	Test loss: 28.1211
Epoch 15 	Train Acc: 0.1291	Train loss: 5.7545	Test Acc: 0.0857	Test loss: 14.4383
Epoch 16 	Train Acc: 0.1386	Train loss: 2.7038	Test Acc: 0.0942	Test loss: 7.9273
Epoch 17 	Train Acc: 0.1266	Train loss: 1.7866	Test Acc: 0.1014	Test loss: 4.0352
Epoch 18 	Train Acc: 0.1801	Train loss: 1.1383	Test Acc: 0.1028	Test loss: 2.0336
Epoch 19 	Train Acc: 0.1367	Train loss: 0.8220	Test Acc: 0.1034	Test loss: 1.2231
Epoch 20 	Train Acc: 0.1375	Train loss: 0.6386	Test Acc: 0.1061	Test loss: 0.8719
Epoch 21 	Train Acc: 0.1415	Train loss: 0.5912	Test Acc: 0.1052	Test loss: 0.6803
Epoch 22 	Train Acc: 0.1414	Train loss: 0.3271	Test Acc: 0.1046	Test loss: 0.5153
Epoch 23 	Train Acc: 0.1408	Train loss: 0.2216	Test Acc: 0.1029	Test loss: 0.4145
Epoch 24 	Train Acc: 0.0998	Train loss: 0.0960	Test Acc: 0.1024	Test loss: 0.3504
Epoch 25 	Train Acc: 0.1146	Train loss: 0.1586	Test Acc: 0.1016	Test loss: 0.3249
Epoch 26 	Train Acc: 0.1016	Train loss: 0.0655	Test Acc: 0.1017	Test loss: 0.2945
